epoch	roc_auc
0	0.9510078370741701
1	0.9653067812328823
2	0.9724413649349987
3	0.9774111759675768
4	0.9802784391051491
5	0.9816951002808809
6	0.9842573677432844
7	0.9852330605883888
8	0.9863607013046357
9	0.9868757317827282
10	0.9869492701526298
11	0.9881492969281389
12	0.9883929582506333
13	0.989275575822721
14	0.9894201384302198
15	0.9894406966995833
16	0.9902306318318272
17	0.9898881074942408
18	0.98965484315638
19	0.9903050082458302
