type	r	lr	epoch	loss_val	rocauc_val	run
CNNModel_freezing	1.0	5e-05	20	0.3966023325920105	0.8698294546674176	0
CNNModel_freezing	1.0	5e-05	21	0.3956950008869171	0.8694755754362236	0
CNNModel_freezing	1.0	5e-05	22	0.3947553336620331	0.8687887522571165	0
CNNModel_freezing	1.0	5e-05	23	0.395050972700119	0.8688972707105423	0
CNNModel_freezing	1.0	5e-05	24	0.3958068788051605	0.8699787459625423	0
CNNModel_freezing	1.0	5e-05	25	0.39480647444725037	0.8686640912528257	0
CNNModel_freezing	1.0	7.5e-05	0	0.4383064806461334	0.8360995493132838	0
CNNModel_freezing	1.0	7.5e-05	1	0.4223170578479767	0.8523375237302706	0
CNNModel_freezing	1.0	7.5e-05	2	0.4169667065143585	0.8554397177468165	0
CNNModel_freezing	1.0	7.5e-05	3	0.4110061228275299	0.8598783039948162	0
CNNModel_freezing	1.0	7.5e-05	4	0.4084918797016144	0.8612486000796186	0
CNNModel_freezing	1.0	7.5e-05	5	0.4053060710430145	0.8638564710323969	0
CNNModel_freezing	1.0	7.5e-05	6	0.40477386116981506	0.8628423352767488	0
CNNModel_freezing	1.0	7.5e-05	7	0.4039885401725769	0.8633800705752867	0
CNNModel_freezing	1.0	7.5e-05	8	0.4059086740016937	0.865733128753962	0
CNNModel_freezing	1.0	7.5e-05	9	0.40029212832450867	0.8665901085654172	0
CNNModel_freezing	1.0	7.5e-05	10	0.40337899327278137	0.8672040672233574	0
CNNModel_freezing	1.0	7.5e-05	11	0.3989085853099823	0.8697381243870441	0
CNNModel_freezing	1.0	7.5e-05	12	0.3986258804798126	0.8698991923143158	0
CNNModel_freezing	1.0	7.5e-05	13	0.40163132548332214	0.8682784743548632	0
CNNModel_freezing	1.0	7.5e-05	14	0.39556825160980225	0.8705463617886458	0
CNNModel_freezing	1.0	7.5e-05	15	0.3964895009994507	0.8696557157976911	0
CNNModel_freezing	1.0	7.5e-05	16	0.3943633437156677	0.8715662224149878	0
CNNModel_freezing	1.0	7.5e-05	17	0.3944384753704071	0.8700804225495584	0
CNNModel_freezing	1.0	7.5e-05	18	0.3950401842594147	0.8711707359855508	0
CNNModel_freezing	1.0	7.5e-05	19	0.39280271530151367	0.8699105578349405	0
CNNModel_freezing	1.0	7.5e-05	20	0.39972636103630066	0.870270958465403	0
CNNModel_freezing	1.0	7.5e-05	21	0.39220815896987915	0.8704162157287159	0
CNNModel_freezing	1.0	7.5e-05	22	0.3927026093006134	0.8716936983912292	0
CNNModel_freezing	1.0	7.5e-05	23	0.3941451907157898	0.8704322797686995	0
CNNModel_freezing	1.0	7.5e-05	24	0.39604008197784424	0.8696686800853468	0
